id,out_duration,return_duration,out_time,return_time,out_stops,out_airline,price,scraped_time
839,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-13 05:14:16
840,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-13 04:17:13
841,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-13 04:17:13
842,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-13 03:38:06
843,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-13 03:38:06
844,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-13 03:00:27
845,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-13 03:00:27
846,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-13 01:07:13
847,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-13 01:07:13
848,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 23:13:34
849,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 23:13:34
850,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 22:13:18
851,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 22:13:18
852,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 21:13:11
853,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 21:13:11
854,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 20:15:35
855,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 20:15:35
856,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2024-12-12 19:11:17
857,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2024-12-12 19:11:17
858,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 18:19:27
859,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 18:19:27
860,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 17:12:41
861,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 17:12:41
862,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 16:17:22
863,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 16:17:22
864,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 15:14:38
865,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 15:14:38
866,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 14:13:41
867,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 14:13:41
868,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 13:24:24
869,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 13:24:24
870,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 12:27:49
871,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 12:27:49
872,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 11:11:57
873,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 11:11:57
874,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 10:15:17
875,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 10:15:17
876,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 09:15:00
877,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 09:15:00
878,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 08:18:29
879,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 08:18:29
880,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 07:13:58
881,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 07:13:58
882,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 06:19:58
883,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 06:19:58
884,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 05:14:06
885,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 05:14:06
886,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 04:17:17
887,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 04:17:17
888,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 03:36:02
889,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 03:36:02
890,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-12 02:58:54
891,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-12 02:58:54
892,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-12 01:05:48
893,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-12 01:05:48
894,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 23:13:27
895,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 23:13:27
896,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 22:13:18
897,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 22:13:18
898,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,856.0,2024-12-11 21:12:53
899,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,856.0,2024-12-11 21:12:53
900,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 20:15:40
901,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 20:15:40
902,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-11 19:11:30
903,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-11 19:11:30
904,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-11 18:19:14
905,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-11 18:19:14
906,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 17:12:33
907,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 17:12:33
908,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 16:18:12
909,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 16:18:12
910,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 15:14:40
911,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 15:14:40
912,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 14:13:42
913,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 14:13:42
914,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 13:24:40
915,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 13:24:40
916,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-11 12:27:30
917,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-11 12:27:30
918,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,852.0,2024-12-11 11:11:43
919,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,852.0,2024-12-11 11:11:43
920,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-11 10:15:23
921,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-11 10:15:23
922,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 09:14:52
923,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 09:14:52
924,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 08:19:23
925,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 08:19:23
926,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 07:13:52
927,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 07:13:52
928,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 06:19:53
929,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 06:19:53
930,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 05:13:55
931,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 05:13:55
932,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 04:17:13
933,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 04:17:13
934,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 03:35:06
935,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 03:35:06
936,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-11 02:58:45
937,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-11 02:58:45
938,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-11 01:06:17
939,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-11 01:06:17
940,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-10 23:13:03
941,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-10 23:13:03
942,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 22:13:31
943,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 22:13:31
944,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 21:13:01
945,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 21:13:01
946,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 20:15:28
947,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 20:15:28
948,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 19:11:27
949,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 19:11:27
950,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 18:19:27
951,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 18:19:27
952,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,860.0,2024-12-10 17:12:56
953,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2024-12-10 17:12:56
954,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 16:18:02
955,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 16:18:02
956,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-10 15:15:07
957,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-10 15:15:07
958,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 14:13:48
959,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 14:13:48
960,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,863.0,2024-12-10 13:25:16
961,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,863.0,2024-12-10 13:25:16
962,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 12:27:51
963,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 12:27:51
964,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,792.0,2024-12-10 11:12:20
965,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,792.0,2024-12-10 11:12:20
976,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,853.0,2024-12-10 10:48:57
977,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,853.0,2024-12-10 10:48:57
978,11h 25min,8h 40min,"14:10 – 04:35
+1",06:00 – 12:40,1 escale,Kuwait Airways,458.0,2024-12-10 10:15:38
979,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,776.0,2024-12-10 10:15:38
980,11h 25min,8h 40min,"14:10 – 04:35
+1",06:00 – 12:40,1 escale,Kuwait Airways,388.0,2024-12-10 10:15:38
994,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,837.0,2025-01-22 22:11:58
995,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,884.0,2025-01-22 22:11:58
1005,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,785.0,2025-01-22 21:09:56
1006,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,835.0,2025-01-22 21:09:56
1016,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,837.0,2025-01-22 20:13:51
1017,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,884.0,2025-01-22 20:13:51
1027,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,846.0,2025-01-22 19:10:28
1028,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,892.0,2025-01-22 19:10:28
1038,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,872.0,2025-01-22 18:17:43
1039,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 18:17:43
1049,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,875.0,2025-01-22 17:12:33
1050,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 17:12:33
1060,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,875.0,2025-01-22 16:16:19
1061,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 16:16:19
1071,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,837.0,2025-01-22 15:13:19
1072,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,884.0,2025-01-22 15:13:19
1082,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,740.0,2025-01-22 13:19:12
1083,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,786.0,2025-01-22 13:19:12
1093,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,875.0,2025-01-22 12:24:36
1094,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 12:24:36
1097,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,748.0,2025-01-22 11:10:55
1098,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,795.0,2025-01-22 11:10:55
1108,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,770.0,2025-01-22 10:12:08
1109,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,821.0,2025-01-22 10:12:08
1119,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,773.0,2025-01-22 09:13:32
1120,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,821.0,2025-01-22 09:13:32
1130,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,773.0,2025-01-22 08:17:24
1131,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,821.0,2025-01-22 08:17:24
1141,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,882.0,2025-01-22 07:12:28
1142,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 07:12:28
1152,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,882.0,2025-01-22 06:18:27
1153,6h 45min,7h 20min,13:35 – 23:20,00:40 – 06:00,direct,Air France,859.0,2025-01-22 06:18:27
1163,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,882.0,2025-01-22 05:12:48
1164,6h 40min,7h 20min,"23:20 – 09:00
+1",00:40 – 06:00,direct,Air France,860.0,2025-01-22 05:12:48
1174,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-22 04:15:25
1175,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-22 04:15:25
1185,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,748.0,2025-01-22 03:16:08
1186,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,914.0,2025-01-22 03:16:08
1196,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-22 02:42:40
1197,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-22 02:42:40
1207,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,748.0,2025-01-22 01:00:35
1208,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,794.0,2025-01-22 01:00:35
1218,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,735.0,2025-01-21 23:12:00
1219,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-21 23:12:00
1229,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,748.0,2025-01-21 22:11:56
1230,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,815.0,2025-01-21 22:11:56
1240,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,833.0,2025-01-21 20:14:03
1241,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,859.0,2025-01-21 20:14:03
1251,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,814.0,2025-01-21 19:10:08
1252,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,861.0,2025-01-21 19:10:08
1262,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,749.0,2025-01-21 18:17:50
1263,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,861.0,2025-01-21 18:17:50
1273,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,736.0,2025-01-21 17:12:35
1274,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-21 17:12:35
1284,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,735.0,2025-01-21 16:15:52
1285,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-21 16:15:52
1295,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,763.0,2025-01-21 12:24:50
1296,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,815.0,2025-01-21 12:24:50
1306,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,763.0,2025-01-21 11:10:51
1307,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,808.0,2025-01-21 11:10:51
1317,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,768.0,2025-01-21 10:13:31
1318,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,815.0,2025-01-21 10:13:31
1328,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,793.0,2025-01-21 09:13:35
1329,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,793.0,2025-01-21 09:13:35
1339,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,748.0,2025-01-21 08:16:59
1340,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,748.0,2025-01-21 08:16:59
1350,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,768.0,2025-01-21 07:12:30
1351,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,768.0,2025-01-21 07:12:30
1361,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,827.0,2025-01-21 06:17:55
1362,6h 40min,7h 20min,10:00 – 19:40,04:05 – 09:25,direct,Emirates,830.0,2025-01-21 06:17:55
1368,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,795.0,2025-01-21 05:12:35
1369,6h 40min,7h 20min,10:00 – 19:40,04:05 – 09:25,direct,Emirates,795.0,2025-01-21 05:12:35
1379,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,746.0,2025-01-21 04:15:18
1380,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,918.0,2025-01-21 04:15:18
1388,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-21 03:14:27
1389,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-21 03:14:27
1399,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-21 02:14:11
1400,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-21 02:14:11
1410,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,747.0,2025-01-21 00:59:01
1411,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,792.0,2025-01-21 00:59:01
1421,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,746.0,2025-01-20 23:11:30
1422,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,815.0,2025-01-20 23:11:30
1432,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,747.0,2025-01-20 22:11:46
1433,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,747.0,2025-01-20 22:11:46
1443,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,768.0,2025-01-20 21:11:35
1444,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,768.0,2025-01-20 21:11:35
1454,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,793.0,2025-01-20 20:13:28
1455,6h 45min,7h 20min,"21:35 – 07:20
+1",14:40 – 20:00,direct,Emirates,793.0,2025-01-20 20:13:28
1465,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-20 19:09:52
1466,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-20 19:09:52
1476,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-20 18:16:47
1477,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-20 18:16:47
1487,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,779.0,2025-01-20 17:11:17
1488,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,826.0,2025-01-20 17:11:17
1498,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,734.0,2025-01-20 15:13:30
1499,6h 50min,7h 20min,"14:25 – 00:15
+1",14:40 – 20:00,direct,Emirates,780.0,2025-01-20 15:13:30
1509,6h 40min,7h 20min,10:00 – 19:40,14:40 – 20:00,direct,Emirates,761.0,2025-01-20 14:12:30
